FrameNum,Proximity,Physics,StrainLimiting,Collision,Remeshing,Separation,PopFilter,Plasticity,CumSeparation,Time/Frame,CumTime,Faces,MinFaces,MaxFaces,AvgFaces,Verts,MinVerts,MaxVerts,AvgVerts
1,0.286135,0.189153,0,0.973607,0.443495,0.154195,0.199527,0,0.154195,2.24611,2.24611,1441,1441,1441,1441,956,956,956,956
2,0.287626,0.256827,0,0.382552,0.083532,0.021347,0.2129,0,0.175542,1.24478,3.4909,1581,1441,1581,1511,1031,956,1031,993.5
3,0.311295,0.293173,0,0.383447,0.091191,0.060646,0.311351,0,0.236188,1.4511,4.942,1778,1441,1778,1600,1139,956,1139,1042
4,0.33074,0.329747,0,0.490201,0.107288,0.06066,0.25178,0,0.296848,1.57042,6.51241,1954,1441,1954,1688.5,1238,956,1238,1091
5,0.3422,0.368118,0,0.441296,0.120906,0.150513,0.321713,0,0.447361,1.74475,8.25716,2105,1441,2105,1771.8,1318,956,1318,1136.4
6,0.3615,0.419735,0,0.432582,0.127974,0.043318,0.346807,0,0.490679,1.73192,9.98908,2157,1441,2157,1836,1352,956,1352,1172.33
7,0.362836,0.400852,0,0.447506,0.134396,0.040803,0.269822,0,0.531482,1.65621,11.6453,2150,1441,2157,1880.86,1340,956,1352,1196.29
8,0.368573,0.390991,0,0.443421,0.136988,0.020747,0.411958,0,0.552229,1.77268,13.418,2218,1441,2218,1923,1377,956,1377,1218.88
9,0.377131,0.405228,0,0.456754,0.133748,0.062203,0.269685,0,0.614432,1.70475,15.1227,2214,1441,2218,1955.33,1378,956,1378,1236.56
10,0.396913,0.421006,0,0.480969,0.144521,0.064676,0.496051,0,0.679108,2.00414,17.1269,2234,1441,2234,1983.2,1385,956,1385,1251.4
11,0.38663,0.421575,0,0.482154,0.141105,0.043366,0.290837,0,0.722474,1.76567,18.8925,2186,1441,2234,2001.64,1363,956,1385,1261.55
12,0.396598,0.429997,0,0.474622,0.140792,0.138967,0.364441,0,0.861441,1.94542,20.8379,2240,1441,2240,2021.5,1395,956,1395,1272.67
13,0.393864,0.423845,0,0.451999,0.142263,0.045273,0.302283,0,0.906714,1.75953,22.5975,2299,1441,2299,2042.85,1427,956,1427,1284.54
14,0.396409,0.446877,0,0.460001,0.144558,0.04397,0.301224,0,0.950684,1.79304,24.3905,2291,1441,2299,2060.57,1438,956,1438,1295.5
15,0.402595,0.422579,0,0.466734,0.146987,0.112637,0.309218,0,1.06332,1.86075,26.2513,2374,1441,2374,2081.47,1475,956,1475,1307.47
16,0.411838,0.452471,0,0.553768,0.160421,0.090543,0.614039,0,1.15386,2.28308,28.5343,2341,1441,2374,2097.69,1456,956,1475,1316.75
17,0.418124,0.45263,0,0.479805,0.147274,0.065598,0.30435,0,1.21946,1.86778,30.4021,2323,1441,2374,2110.94,1451,956,1475,1324.65
18,0.422866,0.434039,0,0.470987,0.149088,0.068895,0.543934,0,1.28836,2.08981,32.4919,2342,1441,2374,2123.78,1468,956,1475,1332.61
19,0.413833,0.45829,0,0.484357,0.148566,0.022838,0.347931,0,1.31119,1.87581,34.3677,2396,1441,2396,2138.11,1499,956,1499,1341.37
20,0.417748,0.445364,0,0.462126,0.136268,0.112489,0.427159,0,1.42368,2.00115,36.3689,2362,1441,2396,2149.3,1485,956,1499,1348.55
